actuary_46_acc_1	재무회계와 경영자의 수탁책임과 관련한 설명으로 옳지 않은 것은?
actuary_46_acc_2	기업의 자본조달과 관련된 설명으로 옳은 것은?
actuary_46_acc_3	다음의 20x1년도 ㈜한국의 재무제표와 거래 자료 중 일부를 이용할 때, 20x1년도 손익계산서 상 당기 매출원가는? 단, 모든 거래는 외상거래이다.\n\n|  |  |  |  |\n|---|---|---|---|\n| 기초상품재고 | ₩300 | 기말상품재고 | ₩350 |\n| 기초매입채무 | ₩500 | 기말매입채무 | ₩600 |\n| 매출총이익 | ₩200 | 매입채무 상환액 | ₩800 |
actuary_46_acc_4	'개념체계'에서 제시한 '일반목적재무보고'에 관한 설명으로 옳지 않은 것은?
actuary_46_acc_5	'개념체계'에서 제시한 유용한 재무정보의 질적 특성에 대한 설명으로 옳지 않은 것은?
actuary_46_acc_6	'재무제표의 표시'에서 제시한 '일반사항'에 대한 설명으로 옳은 것은?
actuary_46_acc_7	재무상태표의 기타포괄손익누계액 항목 중 후속적으로 당기손익으로 재분류조정 될 수 있는 항목은?
actuary_46_acc_8	포괄손익계산서에 대한 설명으로 옳지 않은 것은?
actuary_46_acc_9	다음 자료를 이용할 때, 실물자본유지개념 관점에서 ㈜한국의 당기손익은?\n\n- ㈜한국은 기초 설립자산인 현금 ₩500으로 영업을 시작하였다.\n- 기초에 상품A를 단위당 ₩100에 5개를 매입하고, 기중에 4개를 단위당 ₩125에 판매하였다.\n- 당기 말 자산은 현금 ₩500과 상품A 1개이다.\n- 당기 말 상품A의 현행원가는 ₩150이다.
actuary_46_acc_10	자산과 부채의 평가와 관련한 설명으로 옳지 않은 것은?
