actuary_43_econ_1	표는 갑이 X재와 Y재의 소비로 얻는 한계효용을 나타낸다. X재와 Y재의 가격은 각각 개당 3과 1이다. 갑이 14의 예산으로 두 재화를 소비함으로써 얻을 수 있는 최대의 소비자잉여는?\n\n| 수량 | X재의 한계효용 | Y재의 한계효용 |\n|---|---|---|\n| 1 | 18 | 10 |\n| 2 | 12 | 8 |\n| 3 | 6 | 6 |\n| 4 | 3 | 4 |\n| 5 | 1 | 2 |\n| 6 | 0.6 | 1 |	8 ||| 14 ||| 52 ||| 66
actuary_43_econ_2	X재의 수요곡선은 $Q^d = 150 - P$이고, 공급곡선은 $Q^s = P$이다. 시장 균형에서 수요의 가격탄력성과 공급의 가격탄력성은? (단, $P$는 가격이다.)	0, 0 ||| 1, 1 ||| 5, 1 ||| 5, 5
actuary_43_econ_3	완전경쟁시장에서 X재를 생산하는 A기업의 총비용함수는 $TC = 10{,}000 + 100Q + 10Q^2$이고, X재의 시장가격은 단위당 900이다. 이 기업의 극대화 된 이윤(profit)은? (단, $Q$는 생산량이다.)	0 ||| 6,000 ||| 12,000 ||| 16,000
actuary_43_econ_4	__FIGURE__
actuary_43_econ_5	X재의 사적한계비용곡선(MC)은 $MC = 0.1Q + 2$이고, 한계편익곡선은 $P = 14 - 0.1Q$이다. X재의 공급에 부정적 외부효과가 존재하여 경제적 순손실이 발생하였다. 이에 정부가 공급자에게 단위당 2의 세금을 부과하여 사회적 최적을 달성했다면 정부개입 이전의 경제적 순손실은? (단, $P$는 가격, $Q$는 수량이다.)	10 ||| 20 ||| 30 ||| 40
actuary_43_econ_6	X재의 수요함수는 $Q^d = 100 - P$이고, 공급함수는 $Q^s = P$이다. 소비자에게 단위당 10의 세금이 부과될 경우 소비자에게 귀착되는 세금의 총액은? (단, $P$는 가격이다.)	225 ||| 250 ||| 450 ||| 500
actuary_43_econ_7	표는 A기업의 판매자료이다. 판매량이 2에서 3으로 증가할 때 한계수입(marginal revenue)은?\n\n| 판매량 | 1 | 2 | 3 | 4 |\n|---|---|---|---|---|\n| 가격 | 10 | 9 | 8 | 7 |	-1 ||| 1 ||| 3 ||| 6
actuary_43_econ_8	__FIGURE__
actuary_43_econ_9	(   )안에 들어갈 용어를 옳게 짝지은 것은?\n\n( A )는 비경합적이지만 배제가능한 재화이며, ( B )는 경합적이지만 비배제적인 재화이다.	A 공유자원 / B 클럽재 ||| A 공유자원 / B 공공재 ||| A 클럽재 / B 공공재 ||| A 클럽재 / B 공유자원
actuary_43_econ_10	X재와 Y재를 소비하는 갑의 효용함수는 $U(X, Y) = \min(X, Y)$이다. 갑이 예산 제약 하에서 효용을 극대화할 때, 이에 관한 설명으로 옳지 않은 것은?	X재의 가격이 상승하면 Y재의 소비량이 증가한다. ||| X재의 소비량만 증가시키면 효용이 증가하지 않는다. ||| Y재의 소비량만 증가시키면 효용이 증가하지 않는다. ||| 소득이 증가하면 X재와 Y재의 소비량은 동일한 비율로 증가한다.
actuary_43_econ_11	독점시장에서 이윤극대화를 추구하는 A기업의 수요곡선은 $Q^d = 10 - P$이고 총비용곡선은 $C = 4Q + 6$이다. 이에 관한 설명으로 옳지 않은 것은? (단, $P$는 가격, $Q$는 생산량이다.)	시장균형 가격은 7이다. ||| 생산량 3에서 최대이윤을 얻는다. ||| 정부가 가격을 3으로 규제하면 생산량은 증가한다. ||| 시장균형에서 수요의 가격탄력성은 1보다 크다.
actuary_43_econ_12	A기업의 수요곡선은 $Q^d = 100 - N - P$이고 비용곡선은 $C = 4Q$이다. A기업이 이윤극대화를 할 때 이에 관한 설명으로 옳지 않은 것은? (단, $P$는 가격, $Q$는 생산량, $N$은 기업의 수이다.)	기업의 수가 60이면 최적 생산량은 18이다. ||| 기업의 이윤이 0이 되는 기업의 수는 95이다. ||| 기업의 수가 증가함에 따라 균형가격은 하락한다. ||| 기업의 수가 증가함에 따라 A기업의 생산량은 감소한다.
actuary_43_econ_13	완전경쟁시장에서 이윤극대화를 추구하는 기업들의 장기비용곡선은 $C = 4Q$로 동일하다. 이에 관한 설명으로 옳지 않은 것은? (단, $Q$는 생산량이다.)	규모의 경제가 존재한다. ||| 장기균형에서 균형가격은 4이다. ||| 한계비용곡선은 4에서 수평인 직선이다. ||| 평균비용곡선과 한계비용곡선은 일치한다.
actuary_43_econ_14	상품시장과 생산요소시장이 완전경쟁시장이고, 상품의 가격은 1이다. 기업들의 생산함수는 $F(K, L) = AK^{0.4} L^{0.6}$으로 동일하다. 균형에서 1,000개의 기업이 존재하고 각 기업의 자본에 대한 지출은 10이다. 균형에 관한 설명으로 옳은 것을 모두 고르면? (단, $A$는 생산기술, $K$는 자본, $L$은 노동이다.)\n\n가. 생산은 25,000이다.\n나. 노동소득분배율은 60%이다.\n다. 개별기업의 노동에 대한 지출은 15이다.	가, 나 ||| 가, 다 ||| 나, 다 ||| 가, 나, 다
actuary_43_econ_15	갑의 효용함수는 $U(m, l) = ml$이고, 예산 제약식은 $w(24 - l) + A = m$이다. 갑이 효용을 극대화할 때 이에 관한 설명으로 옳지 않은 것은? (단, $m$은 소득, $l$은 여가, $(24 - l) \ge 0$는 근로시간, $A$는 보조금, $w$는 시간당 임금이다.)	보조금이 증가하면 근로시간은 감소한다. ||| 보조금이 시간당 임금의 두 배이면 최적 여가는 13이다. ||| 보조금이 존재할 때, 시간당 임금이 상승하면 여가는 감소한다. ||| 보조금이 없을 때 근로시간은 시간당 임금에 비례하여 증가한다.
actuary_43_econ_16	갑의 우하향하는 선형 수요곡선에 관한 설명으로 옳은 것을 모두 고르면?\n\n가. 모든 구간에서 호탄력성은 다르다.\n나. 모든 점에서 점탄력성은 다르다.\n다. 모든 점에서 한계효용은 다르다.	가, 나 ||| 가, 다 ||| 나, 다 ||| 가, 나, 다
actuary_43_econ_17	생산함수 $Y = F(K, L)$의 등량곡선(isoquant curve)에 관한 설명으로 옳지 않은 것은? (단, $K$는 자본, $L$은 노동이다.)	생산요소 간 대체탄력성이 커질수록 등량곡선은 직선에 가까워진다. ||| 두 생산요소의 한계생산이 모두 0보다 크면 등량곡선은 우하향한다. ||| 한계기술대체율 체증의 법칙이 성립하면 등량곡선은 원점에 대해 볼록하다. ||| 등량곡선은 원점에서 멀어질수록 더 많은 산출량을 나타낸다.
actuary_43_econ_18	피셔(I. Fisher)의 2기간 소비효용극대화 모형에서 저축자의 경우 이자율 상승시 발생하는 현상으로 옳지 않은 것은? (단, 가로축에 현재소비, 세로축에 미래소비를 표시하고, 현재소비와 미래소비는 정상재이며, 무차별곡선은 원점에 대해 볼록한 우하향하는 곡선이다.)	소득효과에 의해 미래소비는 증가한다. ||| 소득효과에 의해 현재소비는 증가한다. ||| 대체효과에 의해 미래소비는 감소한다. ||| 대체효과에 의해 현재소비는 감소한다.
actuary_43_econ_19	독점기업 A의 수요함수는 $Q^d = P^{-\theta}$이다. 이 기업이 이윤 극대화를 할 때 마크업(가격/한계비용)은? (단, $\theta > 1$이다.)	$\theta - 1$ ||| $\dfrac{1}{\theta - 1}$ ||| $\dfrac{\theta}{\theta - 1}$ ||| $\dfrac{\theta - 1}{\theta}$
actuary_43_econ_20	역선택의 사례로 옳지 않은 것은?	의료실손보험에는 건강하지 않은 사람이 가입할 확률이 높다. ||| 안정적인 직장에 취업한 사람은 열심히 일하지 않을 확률이 높다. ||| 종신연금에는 사망 확률이 낮은 건강한 사람이 가입할 확률이 높다. ||| 중고차 시장에서는 가격보다 질이 낮은 자동차가 거래될 확률이 높다.
actuary_43_econ_21	기펜재에 관한 설명으로 옳은 것을 모두 고르면?\n\n가. 정상재이다.\n나. 열등재이다.\n다. 소득효과가 대체효과보다 크다.\n라. 소득효과가 대체효과보다 작다.	가, 다 ||| 가, 라 ||| 나, 다 ||| 나, 라
actuary_43_econ_22	A국의 생산함수는 $Y = K^\alpha (EL)^{1-\alpha}$이다. 효율적 노동 당 자본($K/EL$)의 한계생산은 0.14이고, 자본의 감가상각률은 0.04이며, 인구증가율은 0.02이다. 만약 이 경제가 황금률 균제상태(golden-rule steady state)라면 노동효율성($E$) 증가율은? (단, $Y$는 총생산, $K$는 총자본, $E$는 노동효율성, $L$은 총노동을 나타내며 $0 < \alpha < 1$이다.)	0.08 ||| 0.10 ||| 0.12 ||| 0.14
actuary_43_econ_23	아래와 같은 IS-MP모형을 이용한 총수요-총공급 분석에서 현재 A국의 명목금리가 0이고, 경기침체로 기대인플레이션이 하락할 때 이에 관한 설명으로 옳은 것을 모두 고르면?\n\nMP곡선: $i > 0$경우 $r = \overline{r} + \lambda \pi$, $i = 0$일 경우 $r = -\pi$\nIS 곡선: $Y = a - br$\n단기총공급곡선: $\pi = \pi^e + \delta(Y - Y^*)$\n\n(단, $i$는 명목금리, $r$은 실질금리, $\overline{r}$는 정책목표실질금리, $\pi$는 인플레이션, $Y$는 생산, $\pi^e$는 기대인플레이션, $Y^*$는 잠재생산, $a, b, \lambda, \delta$는 각각 0보다 크다.)\n\n가. 단기총공급곡선이 우측으로 이동한다.\n나. 단기총공급곡선이 좌측으로 이동한다.\n다. 생산은 현재보다 증가한다.\n라. 생산은 현재보다 감소한다.	가, 다 ||| 가, 라 ||| 나, 다 ||| 나, 라
actuary_43_econ_24	소규모 개방경제모형에서 무역수지 적자 확대의 원인으로 옳은 것은?	세금 증가 ||| 정부지출 증가 ||| 해외금리 상승 ||| 투자세액 감면 종료
actuary_43_econ_25	A국 경제는 총수요-총공급 모형에서 현재 장기 균형상태에 있다. 부정적 충격과 관련한 설명으로 옳은 것은?	부정적 단기공급충격시 정부의 개입이 없을 경우 장기적으로 물가는 상승한다. ||| 부정적 단기공급충격시 확장적 재정정책으로 단기에 충격 이전 수준과 동일한 물가와 생산으로 돌아갈 수 있다. ||| 부정적 수요충격시 정부의 개입이 없을 경우 장기적으로 충격 이전 수준과 동일한 물가로 돌아간다. ||| 부정적 수요충격시 확장적 통화정책으로 단기에 충격 이전 수준과 동일한 물가와 생산으로 돌아갈 수 있다.
actuary_43_econ_26	경기변동에 관한 설명으로 옳지 않은 것은?	확장국면과 수축국면이 반복되어 나타나는 현상이다. ||| 확장국면과 수축국면의 기간과 강도가 다르다. ||| 루카스(R. Lucas)는 거시 경제변수들이 공행성(comovement)을 보인다고 했다. ||| 케인즈(J. Keynes)는 경기변동의 주기적인 규칙성을 강조했다.
actuary_43_econ_27	토빈의 $q$에 관한 설명으로 옳지 않은 것은?	1보다 클수록 신규 투자가 증가한다. ||| 기업보유자본 시장가치와 기업보유자본 대체비용의 비율이다. ||| 투자 시 요구되는 실질수익률과 물가상승률의 비율로도 계산될 수 있다. ||| 주식시장에서 평가되는 기업발행주식 가치와 기업부채의 합을 자본재시장에서 평가되는 기업보유자본 가치로 나눈 값으로도 계산될 수 있다.
actuary_43_econ_28	완전자본이동 하의 소규모 개방경제에서 먼델-플레밍 모형에 관한 설명으로 옳지 않은 것은?	국내 이자율은 해외 이자율에 의해 결정된다. ||| 변동환율제 하에서는 확장적 재정정책으로 총수요를 증가시킬 수 없다. ||| 변동환율제 하에서는 확장적 통화정책으로 총수요를 증가시킬 수 있다. ||| 변동환율제 하에서는 수입할당과 관세 등의 무역정책으로 총수요를 증가시킬 수 있다.
actuary_43_econ_29	리카디언 등가(Ricardian Equivalence)에 관한 설명으로 옳지 않은 것은?	정부부채를 통해 조세삭감의 재원을 충당하는 정책은 소비를 변화시키지 않는다. ||| 정부부채는 미래의 조세와 같기 때문에 민간이 미래를 충분히 고려한다면 민간의 소득에는 변화가 없다. ||| 정부가 장래의 정부구매를 축소하기 위해 조세를 삭감했을 경우에도 민간은 소비를 증가시키지 않는다. ||| 리카도(D. Ricardo)는 정부 재정을 부채를 통해 확보하는 것이 조세를 통해 확보하는 것과 같다고 주장했다.
actuary_43_econ_30	솔로우(R. Solow) 경제성장모형에 관한 설명으로 옳지 않은 것은?	저축과 투자는 항상 균형을 이룬다. ||| 생산함수가 규모에 대한 수확불변이라고 가정한다. ||| 저축률이 상승하면 균제상태의 일인당 소득은 증가한다. ||| 인구증가율이 하락하면 균제상태의 일인당 소득은 감소한다.
actuary_43_econ_31	표는 A국의 통계자료이다. A국의 생산함수가 $Y = AK^\alpha L^{1-\alpha}$일 때, 성장회계(growth accounting)에 따른 노동생산성($Y/L$)의 증가율은? (단, $A$는 총요소생산성, $K$는 자본, $L$은 노동, $0 < \alpha < 1$이다.)\n\n| 지표 | 값 |\n|---|---|\n| 자본-노동비율($K/L$) 증가율 | 4% |\n| 총요소생산성 증가율 | 1% |\n| 노동소득분배율 | 0.75 |\n| 자본소득분배율 | 0.25 |	1.75% ||| 2.00% ||| 3.25% ||| 4.00%
actuary_43_econ_32	실업자 중 직장을 구하는 비율(구직률)이 23%이고 취업자 중 직장을 잃는 비율(실직률)은 2%일 때, 구직자 수와 실직자 수가 일치하는 균제상태(steady state)에서의 실업률은?	5% ||| 6% ||| 7% ||| 8%
actuary_43_econ_33	표는 A국의 전년도 실질GDP관련 지표이다. 전년대비 소비 증가율은 1%, 투자 증가율은 3%, 정부지출 증가율은 2%일 때, A국의 금년도 경제성장률은? (단, C는 소비, I는 투자, G는 정부지출이다.)\n\n| 지표 | 값 |\n|---|---|\n| 실질GDP | 1,000 |\n| 민간소비(C) | 500 |\n| 투자(I) | 300 |\n| 정부지출(G) | 200 |	1.2% ||| 1.8% ||| 2% ||| 2.2%
actuary_43_econ_34	이자율 평형가설은 $i = \dfrac{\Delta s^e}{s} + i^f$이다. 이에 관한 설명으로 옳은 것은? (단, $i$는 국내 명목이자율, $i^f$는 해외 명목이자율, $s$는 명목환율, $\Delta s^e = s^e_{t+1} - s_t$는 예상 명목환율 변화이다.)	$i = i^f$이고 $\Delta s^e > 0$이면 해외자본 유출이 발생한다. ||| 예상 환율 $s^e_{t+1}$가 주어져 있을 때 이자율과 현재 환율은 비례 관계를 갖는다. ||| 해외 투자자가 국내에 투자할 때 수익률은 $(i - i^f) + \dfrac{\Delta s^e}{s}$이다. ||| $i > i^f$일 때 국내 화폐의 가치는 미래에 상승할 것으로 예측된다.
actuary_43_econ_35	통화승수를 상승시키는 것으로 옳지 않은 것은?	법정지급준비율 하락 ||| 은행자기자본비율 하락 ||| 초과지급준비율 하락 ||| 민간현금보유율 하락
actuary_43_econ_36	총수요-총공급 분석에서 긍정적 단기공급충격에 따른 새로운 단기균형에 관한 설명으로 옳지 않은 것은?	소비는 증가한다. ||| 고용은 증가한다. ||| 명목이자율은 상승한다. ||| 실질화폐공급은 증가한다.
actuary_43_econ_37	합리적 기대 하의 총공급곡선은 $Y = Y^* + \gamma(\pi - \pi^e)$이고, 중앙은행은 $\pi$를 이용하여 정책목표함수 $W = (Y - Y^*) - \dfrac{1}{2}a\pi^2$을 극대화한다. $\pi^e = \pi$일 때와 $\pi^e = 0$일 때 각각 최적 인플레이션은? (단, $Y$는 생산, $Y^*$는 잠재생산, $\pi$는 인플레이션, $\pi^e$는 기대인플레이션, $a, \gamma$는 각각 0보다 큰 상수이다.)	0, 0 ||| $\gamma/a$, 0 ||| 0, $\gamma/a$ ||| $\gamma/a$, $\gamma/a$
actuary_43_econ_38	합리적 기대 모형에 관한 설명으로 옳지 않은 것은?	주식 시장에 대해 효율적 시장 가설이 성립한다. ||| 완전예견(perfect foresight)이 가능한 것은 아니다. ||| 적응적 기대 모형과 달리 예측에 있어 체계적 오류를 범하지 않는다. ||| 불완전정보 하에서 단기에 인플레이션과 실업률 사이에 상충관계가 존재하지 않는다.
