actuary_44_acc_11	㈜한국은 당기 중 보통주 20주(1주당 액면금액 ₩5,000)를 1주당 ₩8,000에 발행하였으며, 보통주 발행과 관련하여 총 ₩2,000의 발행비용이 발생하였다. 상기 보통주 발행으로 증가하는 자본총액은 얼마인가?
actuary_44_acc_12	㈜한국의 20x0년 말 자본 내역은 다음과 같다. 20x1년 중 자기주식의 50%를 ₩100,000에 처분하였으며, 20x1년 당기순이익은 ₩85,000이었다. 자본에 영향을 미치는 다른 거래가 없었다고 가정할 때, ㈜한국의 20x1년 말 자본총계는 얼마인가?\n\n| 구분 | 금액 |\n|---|---|\n| 보통주자본금 | ₩1,000,000 |\n| 주식발행초과금 | ₩300,000 |\n| 자기주식 | ₩(150,000) |\n| 이익잉여금 | ₩450,000 |\n| 자본총계 | ₩1,600,000 |
actuary_44_acc_13	㈜한국은 20x1년 초 건설계약(공사기간 4년)을 체결하였다. ㈜한국은 동 건설계약의 수익을 진행기준으로 인식하며, 20x2년까지 연도별 공사 관련 정보는 다음과 같다. ㈜한국이 20x2년에 인식할 공사수익은 얼마인가? 단, ㈜한국은 공사원가에 기초한 투입법으로 진행률을 측정하고 있으며, 진행률은 신뢰성 있게 측정 가능한 것으로 가정한다.\n\n| 구분 | 20x1년 | 20x2년 |\n|---|---|---|\n| 연도별 공사원가 발생액 | ₩300,000 | ₩500,000 |\n| 완성시까지 추가 공사원가 예상액 | ₩1,200,000 | ₩800,000 |\n| 도급금액 | ₩2,000,000 | ₩2,200,000 |
actuary_44_acc_14	한국채택국제회계기준의 연구개발비 회계처리에 의하면 내부적으로 창출한 무형자산은 연구단계와 개발단계로 구분하여 판단하도록 규정하고 있다. 다음 중 개발단계의 예로 옳지 않은 것은?
actuary_44_acc_15	다음 중 금융자산에 대한 설명으로 옳지 않은 것은?
actuary_44_acc_16	재무제표 표시에 관한 다음 설명 중 옳지 않은 것은?
actuary_44_acc_17	다음 중 사채 전체기간의 총 이자비용이 표시이자 총액보다 큰 상황을 설명하는 것은?
actuary_44_acc_18	㈜한국은 공장건물 신축공사를 20x1년 4월 1일에 개시하여 20x2년 9월 30일에 완료하였다. 신축공사를 위해 지출된 금액과 차입금 관련 정보는 다음과 같으며, 특정차입금은 신축공사를 위한 목적으로 차입하였다. ㈜한국이 공장건물 신축공사와 관련하여 20x1년에 자본화할 차입원가를 계산하시오. 단, 연평균 지출액과 이자비용은 월할로 계산한다.\n\n| 날짜 | 지출액 |\n|---|---|\n| 20x1년 4월 1일 | ₩150,000 |\n| 20x1년 10월 1일 | ₩80,000 |\n| 20x2년 1월 1일 | ₩61,500 |\n\n| 차입금 구분 | 차입금액 | 차입기간 | 연이자율 |\n|---|---|---|---|\n| 특정차입금 | ₩120,000 | 20x1년 4월 1일 ~20x2년 9월 30일 | 5% |\n| 일반차입금 | ₩80,000 | 20x1년 7월 1일 ~20x2년 9월 30일 | 10% |
actuary_44_acc_19	㈜한국은 확정급여제도를 운영하고 있으며, 관련 자료는 다음과 같다. 확정급여채무 계산시에 적용하는 할인율은 연 10%이며 이 할인율은 변동이 없다.\n\n- 20x1년 1월 1일 사외적립자산의 공정가치: ₩100,000\n- 20x1년 1월 1일 확정급여채무의 현재가치: ₩110,000\n- 20x1년 중 당기근무원가: ₩30,000\n- 20x1년 중 퇴직금 지급(사외적립자산으로부터): ₩20,000\n- 20x1년 말 사외적립자산에 기여: ₩15,000\n\n㈜한국의 20x1년 말 재무상태표에 표시될 순확정급여부채는 얼마인가? 단, 확정급여채무와 사외적립자산에서 발생하는 재측정요소는 없다고 가정한다.
actuary_44_acc_20	다음은 ㈜한국의 20x1년 말 수정전시산표이다. 결산수정분개가 20x1년 당기순이익에 미치는 영향을 계산하시오.\n\n**시산표 (수정전)**\n\n|  |  |  |  |\n|---|---|---|---|\n| 현금 | ₩40,000 | 미지급금 | ₩20,000 |\n| 매출채권 | 30,000 | 차입금 | 15,000 |\n| 소모품 | 20,000 | 선수수익 | 30,000 |\n| 선급보험료 | 24,000 | 자본금 | 10,000 |\n| 광고선전비 | 15,000 | 이익잉여금 | 9,700 |\n| ... | ... | ... | ... |\n| 합계 | ₩150,000 | 합계 | ₩150,000 |\n\n〈결산수정사항〉\n- 소모품의 기말 잔액은 ₩15,000이다.\n- 선급보험료 ₩24,000중 ₩13,000은 20x2년의 보험료이다.\n- 선수수익 ₩30,000중 20x1년의 수익으로 인식할 금액은 ₩28,000이다.
