actuary_48_econ_1	1. X재는 개당 2천 원이고, Y재는 개당 3천 원일 때 소비자 $A$는 2만 원의 예산으로 X재 4개와 Y재 4개를 구매하였다. 이때 X, Y재에 대한 한계효용은 각각 1.4만 원, 1.8만 원이다. 효용을 극대화하기 위한 $A$의 선택으로 옳은 것은?	① X재를 더 적게 구매하고, Y재를 더 많이 구매한다. ||| ② X재를 더 많이 구매하고, Y재를 더 적게 구매한다. ||| ③ X재와 Y재 모두 더 많이 구매한다. ||| ④ 소비조합에 변화가 없다.
actuary_48_econ_2	2. 두 재화 $X$와 $Y$에 대해 효용을 극대화하는 소비자의 효용함수는 $U(X, Y) = X^2 + Y^2$이고, $X$재 가격은 5, $Y$재 가격은 7이다. 이 소비자의 소득소비곡선으로 옳은 것은?	① $X = 0$ ||| ② $Y = 0$ ||| ③ $Y = \frac{7}{5}X$ ||| ④ $Y = \frac{5}{7}X$
actuary_48_econ_3	3. 생선과 옥수수 각 1단위를 생산하는 데 필요한 소비자 $A$와 $B$의 노동 투입 시간이 아래와 같을 때 다음 중 옳은 것은? [표 — $A$: 생선 2시간 / 옥수수 5시간 ; $B$: 생선 1시간 / 옥수수 3시간]	① $A$는 생선 생산에 절대우위가 있다. ||| ② $A$에게 생선 1단위 생산의 기회비용은 옥수수 $\frac{5}{2}$ 단위이다. ||| ③ $B$는 옥수수 생산에 비교우위가 있다. ||| ④ $B$에게 옥수수 1단위 생산의 기회비용은 생선 3단위이다.
actuary_48_econ_4	4. 기펜재(Giffen goods)에 대한 설명으로 옳지 않은 것은?	① 열등재다. ||| ② 수요곡선이 우상향한다. ||| ③ 대체효과가 소득효과보다 크다. ||| ④ 엥겔곡선(Engel curve)이 우하향한다.
actuary_48_econ_5	__FIGURE__
actuary_48_econ_6	6. 토마토 시장의 수요곡선은 $Q_d = 100 - 2P$이고 공급곡선은 $Q_s = 2P - 20$이었다. 풍년으로 토마토 생산량이 추가적으로 20개가 증가하자 정부는 농민을 보호하기 위해 하한가격을 30으로 설정하였다. 이 경우 자중손실(deadweight loss)은? (단, $Q_d$는 수요량, $Q_s$는 공급량, $P$는 가격이다.)	① 25 ||| ② 50 ||| ③ 75 ||| ④ 100
actuary_48_econ_7	7. 소비자 $A$의 효용함수는 $U(I) = \sqrt{I}$이다. 소득($I$)은 1,600이고, 20%의 확률로 중증질환이 발생하여 소득이 400으로 감소할 수 있다. 보험회사가 $A$의 감소한 소득을 보상해 주는 보험을 판매할 때 기대효용에 따른 $A$의 최대 지불용의 보험료는?	① 240 ||| ② 277 ||| ③ 304 ||| ④ 320
actuary_48_econ_8	8. 위험회피적(risk averse)인 효용함수로 옳은 것은?	① $U(X) = \sqrt{e^X}$ ||| ② $U(X) = 3X$ ||| ③ $U(X) = \ln X^3$ ||| ④ $U(X) = X - \sqrt{X}$
actuary_48_econ_9	9. 페인트 시장에서의 한계비용곡선은 $MC = 0.5Q_s + 100$이고 페인트를 생산할 때 한계피해액 $MD = 0.5Q_s$이 발생한다. 페인트의 시장수요곡선은 $Q_d = 700 - P$일 때 정부가 아무런 조치를 하지 않으면 발생하는 자중손실(deadweight loss)은? (단, $Q_s$는 생산량, $Q_d$는 소비량, $P$는 가격이다.)	① 7,500 ||| ② 10,000 ||| ③ 17,500 ||| ④ 30,000
actuary_48_econ_10	10. 아래 표는 일회성 비협조게임을 하는 기업 $A, B$의 보수행렬이다. 두 기업이 순수전략만을 사용할 때 이에 대한 설명으로 옳은 것은? (단, 괄호 안의 왼쪽은 기업 $A$의 보수, 오른쪽은 기업 $B$의 보수이며, $x > 0$이다.) [보수행렬] 기업 $A$ 가격인상 / 기업 $B$ 가격인상: (100, 100), 기업 $B$ 가격인하: $(80-x, 80+x)$ ; 기업 $A$ 가격인하 / 기업 $B$ 가격인상: (120, 20), 기업 $B$ 가격인하: (50, 50)	① $x > 30$일 때, 기업 $A$와 $B$의 우월전략이 없고, 내쉬균형은 존재하지 않는다. ||| ② $20 < x < 30$일 때, 기업 $B$의 우월전략만 존재하고 유일한 내쉬균형은 기업 $A$ 가격인상, 기업 $B$ 가격인하이다. ||| ③ $20 < x < 30$일 때, 기업 $A$의 우월전략만 존재하고 유일한 내쉬균형은 기업 $A, B$ 모두 가격인하이다. ||| ④ $x < 20$일 때, 기업 $A$와 $B$ 모두 우월전략이 있고 내쉬균형은 기업 $A, B$ 모두 가격인하이다.
actuary_48_econ_11	11. 완전경쟁시장에서 기업 $A$의 총비용함수가 $TC = 2Q^3 - 4Q^2 + 8Q + 100$일 때, 단기 조업중단가격은?	① 2 ||| ② 4 ||| ③ 6 ||| ④ 8
actuary_48_econ_12	12. 단위 당 비용이 5인 노동($L$)과 20인 자본($K$)을 이용하여 청소기를 만들고 있는 기업의 생산함수는 $Q(L, K) = LK$인데, 추가 R&D 투자비용 200으로 생산함수를 $Q(L, K) = L^2K^2$로 바꿀 수 있다. 청소기 256개를 생산하고자 할 때 이 기업의 의사결정으로 옳은 것은? (단, $L > 0, K > 0$)	① 생산비의 감소가 투자비용보다 크기 때문에 투자해야 한다. ||| ② 생산비의 감소가 투자비용보다 작기 때문에 투자하지 않아야 한다. ||| ③ 생산비의 감소와 투자비용이 동일하기 때문에 관계없다. ||| ④ 단기적으로는 투자하는 것이 좋지만, 장기적으로는 투자하지 않는 것이 좋다.
actuary_48_econ_13	13. 소비자 $A$와 $B$로 구성된 사회에 사용재(private goods) $X$와 공공재 $Y$가 있다. 현재 소비와 생산수준에서 $X$재와 $Y$재의 한계대체율과 한계변환율은 각각 $MRS_{XY}^A = 12$, $MRS_{XY}^B = 13$, $MRT_{XY} = 20$이다. 공공재의 최적 공급을 위한 방법으로 옳은 것은? (단, $MRS_{XY}^A$는 $A$의 한계대체율, $MRS_{XY}^B$는 $B$의 한계대체율, $MRT_{XY}$는 한계변환율, $MRS_{XY} = \frac{MU_X}{MU_Y}$, $MRT_{XY} = \frac{MC_X}{MC_Y}$이며, $MU$는 한계효용, $MC$는 한계비용이다.)	① $X$를 늘리고 $Y$를 줄여야 한다. ||| ② $X$를 줄이고 $Y$를 늘려야 한다. ||| ③ $X$와 $Y$ 모두를 늘려야 한다. ||| ④ $X$와 $Y$ 모두를 줄여야 한다.
actuary_48_econ_14	14. 소비자 $A$와 $B$의 수요곡선은 각각 $Q_A = 12 - 2P$, $Q_B = 9 - P$이다. 가격이 4에서 2로 하락할 때 중간점(midpoint)을 이용한 시장수요의 가격탄력성에 대한 설명으로 옳은 것은? (단, $Q_A$는 $A$의 수요량, $Q_B$는 $B$의 수요량, $P$는 가격이다.)	① 완전탄력적이다. ||| ② 탄력적이다. ||| ③ 단위탄력적이다. ||| ④ 비탄력적이다.
actuary_48_econ_15	15. 이윤극대화를 추구하는 기업 $A$와 $B$가 농구공을 생산하고 있는 복점시장에서 두 기업의 한계비용은 20으로 동일하다. 농구공의 시장수요곡선은 $Q = 100 - P$이고, 수요자에게 두 기업이 생산하는 농구공은 동질적이다. 기업 $A$가 먼저 생산량을 결정할 때 시장가격은? (단, $Q$는 수요량, $P$는 가격이다.)	① 40 ||| ② 50 ||| ③ 60 ||| ④ 80
actuary_48_econ_16	16. 독점기업 $A$의 한계비용은 2, 총고정비용은 50이다. 시장수요곡선이 $P = 8 - 0.04Q$일 때, 이윤극대화를 추구하는 $A$기업의 이윤은? (단, $P, Q$는 각각 가격과 수량이다.)	① 125 ||| ② 150 ||| ③ 175 ||| ④ 200
actuary_48_econ_17	17. 아래 자료로부터 도출된 결과로 옳지 않은 것은?\n○ ㉠A국 의료시장의 수요곡선은 $Q = 200 - P$이고 공급곡선은 $P = 100$이다. (단, $Q$는 수요량, $P$는 가격이다.)\n○ A국 정부는 의료비 부담을 완화하기 위해 국민이 부담하는 의료비의 60%를 보장해 주는 ㉡공적건강보험을 도입했고, 의료비 보장에 필요한 재원은 보험료로 충당한다. 공적건강보험이 도입된 이후에도 의료비 부담이 높다고 생각한 보험회사는 본인부담금의 절반을 보장하는 ㉢민영건강보험도 도입했다.	① ㉠에서 총 의료비는 10,000이다. ||| ② ㉡에 따라 총 의료비는 6,000이 증가한다. ||| ③ ㉡에 따라 정부가 부과하는 보험료는 총 9,600이다. ||| ④ ㉢으로 인해 공적건강보험에는 2,000의 적자가 발생한다.
actuary_48_econ_18	18. $A, B$만이 있는 사회에서 $A$의 효용함수는 $U_A = \sqrt{I_A}$, 소득은 $I_A = 100$이며, $B$의 효용함수는 $U_B = \sqrt{I_B} + 0.5U_A$, 소득은 $I_B = 625$이다. 정부가 $B$의 소득 중 96을 $A$에게로 재분배할 때 다음 중 옳은 것은?	① 공리주의 기준으로 바람직하며, 롤스(Rawls)주의 기준으로 바람직하지 않다. ||| ② 공리주의 기준으로 바람직하지 않으며, 롤스주의 기준으로 바람직하다. ||| ③ 공리주의 및 롤스주의 기준으로 바람직하다. ||| ④ 공리주의 및 롤스주의 기준으로 바람직하지 않다.
actuary_48_econ_19	19. 오염을 배출하는 기업이 오염을 감소시키고자 할 때 한계비용은 $MC = 10 + \frac{5}{4}Q$이다. 정부는 오염 감소에 따른 사회적 한계편익을 $MB = 40 - Q$, 기업의 오염 감소에 따른 한계비용을 $MC = 10 + Q$로 추정하고 있다. 이러한 추정에 기초하여 정부가 배출되는 오염 한 단위당 세금을 부과할 때 감소하는 오염의 수량은? (단, $Q$는 오염 감소량이다.)	① 8 ||| ② 12 ||| ③ 15 ||| ④ 18
actuary_48_econ_20	20. 장기 총비용함수가 $TC(Q) = 50Q - 8Q^2 + Q^3$일 때 옳은 것은? (단, $Q$는 생산량이다.)	① $Q = 3$일 때 규모의 경제이고, 한계비용은 감소추세에 있다. ||| ② $Q = 3$일 때 규모의 불경제이고, 한계비용은 감소추세에 있다. ||| ③ $Q = 5$일 때 규모의 경제이고, 한계비용은 증가추세에 있다. ||| ④ $Q = 5$일 때 규모의 불경제이고, 한계비용은 증가추세에 있다.
actuary_48_econ_21	21. 정부와 해외 부문을 포함하는 경제에서 국민소득에 대한 설명으로 옳은 것은?	① 국민소득은 가계의 소득처분 관점에서 소비, 가계저축, 조세로 구성된다. ||| ② 균형국민소득 수준에서 총투자는 국내저축에 순수출을 더한 값과 일치한다. ||| ③ 균형국민소득 수준에서 경상수지가 흑자이면 총투자가 국내저축보다 작다. ||| ④ 균형국민소득 수준에서 재정수지가 흑자이면 총투자가 국내저축보다 크다.
actuary_48_econ_22	22. 2023년, 2024년 소비자물가지수가 각각 100, 150이고, 2024년 명목임금이 600이다. 2024년 실질임금이 전년 대비 2% 감소했다면, 2023년 명목임금은? (단, 소수점 첫째 자리에서 반올림한다.)	① 392 ||| ② 408 ||| ③ 882 ||| ④ 918
actuary_48_econ_23	23. 고전학파 거시경제이론에 대한 설명으로 옳지 않은 것은?	① 화폐수량설에 따라 화폐의 중립성을 주장한다. ||| ② 세이의 법칙에 따라 균형국민소득은 잠재 GDP와 일치한다. ||| ③ 실질이자율은 화폐시장에서 수요와 공급에 의해 결정된다. ||| ④ 노동시장에서 가격 신축성을 가정하여 비자발적 실업이 존재하지 않는다.
actuary_48_econ_24	24. 아래와 같은 폐쇄경제모형에서 균형실질금리는?\n$Y = 5{,}000$\n$C = 500 + 0.6(Y - T)$\n$I = 2{,}160 - 100r$\n$T = 600$\n$G = 1{,}000$\n(단, $Y$는 총생산, $C$는 민간소비, $I$는 투자, $T$는 세금, $G$는 정부지출, $r$은 실질금리(%)이다.)	① 5 ||| ② 8 ||| ③ 10 ||| ④ 13
