actuary_44_econ_1	독점기업 A가 당면하고 있는 시장수요는 $Q = 100 - P$이다. 다음 설명 중 옳은 것을 모두 고르면? (단, $Q$는 수요량, $P$는 가격이다.)\n\nㄱ. 수요량이 50일 때 수요의 가격탄력성은 1/3이다.\nㄴ. 수요의 가격탄력성이 1인 점에서의 한계수입은 0이다.\nㄷ. 판매수입이 극대화되는 점에서 수요의 가격탄력성은 1이다.\nㄹ. 수요의 가격탄력성이 1보다 클 때, 가격이 상승하면 판매수입이 증가한다.	ㄱ, ㄴ ||| ㄴ, ㄷ ||| ㄱ, ㄷ, ㄹ ||| ㄴ, ㄷ, ㄹ
actuary_44_econ_2	주어진 예산으로 효용 극대화를 추구하는 소비자 A의 효용함수는 $U(X, Y) = X^{0.3} Y^{0.7}$일 때, A의 수요에 관한 설명 중 옳지 않은 것은?	$X$재의 가격이 상승하면 $X$재의 수요량은 감소한다. ||| $Y$재 수요는 $Y$재 가격에 대해 단위탄력적이다. ||| $X$재의 소득탄력성은 1이다. ||| $X$재 가격이 상승하면 $Y$재의 수요량은 감소한다.
actuary_44_econ_3	$X$재의 가격이 10% 상승할 때 $X$재의 매출액은 전혀 증가하지 않은 반면, $Y$재의 가격이 10% 상승할 때 $Y$재의 매출액은 6% 증가하였다면 각 재화의 수요의 가격탄력성으로 옳은 것은?	$X$재 완전탄력적 / $Y$재 단위탄력적 ||| $X$재 단위탄력적 / $Y$재 탄력적 ||| $X$재 단위탄력적 / $Y$재 비탄력적 ||| $X$재 완전비탄력적 / $Y$재 단위탄력적
actuary_44_econ_4	A기업의 총비용함수는 $TC = 20Q^2 - 15Q + 4{,}500$이다. 다음 설명 중 옳지 않은 것은? (단, $Q$는 생산량이다.)	평균가변비용을 최소화하는 생산량은 4이다. ||| 총고정비용은 4,500이다. ||| 한계비용은 우상향한다. ||| 평균비용을 최소화하는 생산량은 15이다.
actuary_44_econ_5	이윤을 극대화하는 甲은 동네에서 사진관을 독점적으로 운영하고 있다. 사진을 찍으려는 수요자 8명, A~H의 유보가격은 다음과 같으며 사진의 제작비용은 1명당 12로 일정하다. 다음 중 옳지 않은 것은? (단, 甲은 단일가격을 책정한다.)\n\n| 수요자 | A | B | C | D | E | F | G | H |\n|---|---|---|---|---|---|---|---|---|\n| 유보가격 | 50 | 46 | 42 | 38 | 34 | 30 | 26 | 22 |	甲은 5명까지 사진을 제작한다. ||| 8명의 사진을 제작하는 것이 사회적으로 최적이다. ||| 이윤을 극대화하기 위해 甲이 책정하는 가격은 34이다. ||| 甲이 이윤을 극대화할 때 소비자 잉여는 45이다.
actuary_44_econ_6	노동을 수요독점하고 있는 A기업의 노동의 한계생산물가치는 $VMP_L = 38 - 4L$이고, 노동공급곡선은 $w = 2 + L$이다. A기업의 이윤을 극대화하기 위한 임금은? (단, 생산물 시장은 완전경쟁적이며 A기업은 생산요소로 노동만 사용하고, $L$은 노동, $w$는 임금이다.)	4 ||| 6 ||| 8 ||| 10
actuary_44_econ_7	세계적인 기상이변으로 전세계 포도의 수확량이 감소하여 포도주의 국제 가격이 상승하였다. 포도주 수입국인 A국의 포도주 시장에서 발생하는 현상으로 옳은 것은? (단, A국은 소국개방경제이고, A국의 포도주 수요곡선과 공급곡선은 각각 우하향, 우상향하며 기상이변으로 인해 이동하지 않았다고 가정한다.)	소비자 잉여 증가 ||| 생산자 잉여 감소 ||| 총잉여 감소 ||| 국내 생산 감소
actuary_44_econ_8	수요곡선은 $Q^D = 400 - 2P$이고 공급곡선은 $Q^S = 100 + 3P$이다. 종량세를 소비자에게 부과하여 발생한 사회적 후생손실(Deadweight Loss)이 135라면, 부과한 종량세의 크기는 얼마인가?	15 ||| 32 ||| 44 ||| 50
actuary_44_econ_9	여가시간 $R$과 소비재 $C$로부터 효용을 얻는 노동자 A의 효용함수는 $U(R, C) = R^{1/2} C^{1/2}$이다. 소비재 $C$의 가격은 1, 시간당 임금은 $w$, 총 가용시간은 24시간일 때, 효용을 극대화하는 A의 노동공급에 관한 설명 중 옳지 않은 것은?	비근로소득이 0이라면, 임금이 상승하더라도 노동공급은 변화하지 않는다. ||| 비근로소득이 증가할 때 노동공급은 감소한다. ||| 후방굴절형 노동공급곡선을 갖는다. ||| 정부의 정액 소득지원은 노동공급을 감소시킨다.
actuary_44_econ_10	주어진 예산에서 효용을 극대화하는 소비자 甲의 효용함수가 $U(X, Y) = \ln X + Y$이다. 甲의 수요에 관한 설명 중 옳지 않은 것은?	$Y$재의 가격이 상승하면 $X$재의 수요량이 증가한다. ||| 甲의 소득이 증가하더라도 $X$재의 수요량은 변화가 없다. ||| 甲의 소득이 증가하면 $Y$재의 수요량은 증가한다. ||| $X$재의 가격소비곡선은 우상향한다.
