appraisal_2026_민법_1	1. 민법의 법원(法源)에 관한 설명으로 옳은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_2	2. 부재자의 재산관리에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_3	3. 성년후견에 관한 설명으로 옳지 않은 것은?
appraisal_2026_민법_4	4. 甲이 생전처분으로 광주에 소재하는 그 소유 X부동산을 출연하여 서울에 주된 사무소를 두는 민법상 재단법인(A)을 설립하고자 한다. 이에 관한 설명으로 옳은 것을 모두 고른 것은? (다툼이 있으면 판례에 따름)\nㄱ. A는 X부동산의 소재지인 광주에서 설립등기를 함으로써 성립한다.\nㄴ. 甲은 사원자격의 득실에 관한 사항을 정관에 기재하고 이를 등기하여야 한다.\nㄷ. 甲이 이사임면의 방법을 정하지 않고 사망한 경우, 이해관계인 또는 검사의 청구에 의하여 법원이 이를 정한다.\nㄹ. 甲은 A가 성립한 이후에는 착오에 의한 의사표시의 취소 요건을 갖추더라도 이를 이유로 그 출연행위를 취소할 수 없다.
appraisal_2026_민법_5	5. 민법상 법인의 기관에 관한 설명으로 옳은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_6	6. 민법상 법인의 정관에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_7	7. 비법인사단 甲과 그 대표자 乙에 관한 설명으로 옳은 것을 모두 고른 것은? (다툼이 있으면 판례에 따름)\nㄱ. 甲이 총유물에 관한 매매계약을 체결한 경우, 乙이 그 계약에 따라 발생한 채무에 대해 소멸시효 중단의 효력이 있는 승인을 하는 것은 총유물의 관리·처분행위이다.\nㄴ. 乙이 정관에서 정한 대표권 제한을 위반하여 丙과 거래행위를 한 경우, 丙이 그 대표권 제한사실을 알았거나 알 수 있었을 경우가 아니라면 그 거래행위는 유효하다.\nㄷ. 乙로부터 대표자로서의 모든 권한을 포괄적으로 위임받은 丁이 甲을 대표하여 한 대행행위의 효력은 원칙적으로 甲에게 미치지 않는다.
appraisal_2026_민법_8	8. 물건에 관한 설명으로 옳은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_9	9. 불공정한 법률행위에 관한 설명으로 옳은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_10	10. 권리의 작용에 따른 분류에 의할 경우 지상물매수청구권의 법적 성질은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_11	11. 통정허위표시에 관한 설명으로 옳은 것을 모두 고른 것은? (다툼이 있으면 판례에 따름)\nㄱ. 민법 제108조 제2항의 통정한 허위의 의사표시의 무효로 대항할 수 없는 제3자는 선의이면 족하고 무과실일 필요는 없다.\nㄴ. 가장소비대차의 계약상의 지위를 이전받은 자는 통정허위표시에 따라 형성된 법률관계를 기초로 새로운 법률상 이해관계를 가지게 된 민법 제108조 제2항의 제3자에 해당하지 않는다.\nㄷ. 임대차보증금반환채권이 양도된 후 양수인의 채권자가 임대차보증금반환채권에 대하여 압류명령을 받았는데 임대차보증금반환채권 양도계약이 허위표시로서 무효인 경우, 압류채권자는 그로 인해 외형상 형성된 법률관계를 기초로 실질적으로 새로운 법률상 이해관계를 맺은 제3자에 해당한다.
appraisal_2026_민법_12	12. 착오에 의한 의사표시에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_13	13. 사기에 의한 의사표시에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_14	14. 민법상 임의대리에 관한 설명으로 옳은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_15	15. 甲으로부터 甲 소유의 X건물을 매도하는 대리권을 수여받은 乙이 丙과 매매계약을 체결한 경우에 관한 설명으로 옳지 않은 것을 모두 고른 것은? (다툼이 있으면 판례에 따름)\nㄱ. 乙의 대리권은 특별한 사정이 없는 한 丙과의 계약을 해제할 권한을 포함한다.\nㄴ. 甲이 乙에게 대리권을 수여한 후 甲에 대하여 성년후견이 개시되면 乙의 대리권은 소멸한다.\nㄷ. 乙이 丙으로부터 잔금을 수령한 경우, 특별한 사정이 없는 한 乙이 잔금을 甲에게 전달하지 않았더라도 丙의 잔금지급채무는 소멸한다.\nㄹ. 丙이 이행불능을 이유로 매매계약을 해제한 경우, 특별한 사정이 없는 한 丙은 乙에게 채무불이행에 기한 손해배상을 청구할 수 없다.
appraisal_2026_민법_16	16. 법률행위의 무효에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_17	17. 민법 제145조 소정의 ‘법정추인사유’에 해당하지 않는 경우는?
appraisal_2026_민법_18	18. 법률행위의 부관에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_민법_19	19. 소멸시효에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
