appraisal_2026_부동산학원론_81	81. 토지에 관련된 용어이다. ( )에 들어갈 용어로 옳게 연결된 것은?\n( ㄱ ): 제방으로부터 하천쪽에 있는 토지\n( ㄴ ): 도시개발사업에 필요한 경비를 충당하기 위해 환지로 정하지 아니한 토지
appraisal_2026_부동산학원론_82	82. 부동산과 준부동산에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)
appraisal_2026_부동산학원론_83	83. 오피스텔 관련법규의 내용으로 옳지 않은 것은?
appraisal_2026_부동산학원론_84	84. 토지의 특성과 내용에 관한 설명으로 옳은 것은 모두 몇 개인가?\n○ 토지의 개별성은 부동산시장을 불완전경쟁시장으로 만드는 요인이다.\n○ 토지의 용도가 다양하므로 부동산활동에서 최유효이용에 대한 분석이 필요하다.\n○ 토지의 영속성으로 인해 감정평가에 있어 장래의 동향에 대한 분석이 필요하다.\n○ 토지는 공간적으로 연결되어 있으므로 부동산활동을 위해 인위적으로 구획하여 등록하는 것이 필요하다.\n○ 하나의 토지에 소유자와 용익물권자가 각각 있는 경우 각 권리별로 감정평가해야 할 필요가 있다.
appraisal_2026_부동산학원론_85	85. 공인중개사법령상 중개대상물에 해당하는 것을 모두 고른 것은? (다툼이 있으면 판례에 따름)\nㄱ. 「입목에 관한 법률」에 따른 입목\nㄴ. 「공장 및 광업재단 저당법」에 따른 광업재단\nㄷ. 점포 위치에 따른 영업상의 이점 등 무형의 재산적 가치\nㄹ. 지붕과 기둥 그리고 주벽이 갖추어진 신축 중인 미등기상태의 건물
appraisal_2026_부동산학원론_86	86. 감정평가사 A는 표준지공시지가의 감정평가를 의뢰받고 현장조사를 통해 다음과 같이 토지특성을 확인하였다. 표준지조사평가보고서상 토지특성 기재방법의 연결이 옳은 것은?\nㄱ. 도로접면: 폭 15m 도로에 한면이 접하면서 자동차 통행이 가능한 폭 4m 도로에 한면이 접하고 있는 토지\nㄴ. 지형지세(고저): 간선도로 또는 주위의 지형지세보다 높고 경사도가 20°인 지대의 토지
appraisal_2026_부동산학원론_87	87. 부동산등기제도에 관한 설명으로 옳은 것은?
appraisal_2026_부동산학원론_88	88. 부동산 권리분석시 등기사항전부증명서를 통해 확인할 수 없는 것은 모두 몇 개인가?\n○ 점유권  ○ 지역권  ○ 구분지상권\n○ 유치권  ○ 전세권  ○ 분묘기지권\n○ 근저당권  ○ 환매권  ○ 관습법상 법정지상권
appraisal_2026_부동산학원론_89	89. 감정평가사 A는 실지조사와 공부(公簿)조사를 통해 다음과 같은 사항을 확인하였다. 이 건축물의 건폐율( ㄱ )과 용적률( ㄴ )은? (단, 주어진 자료에 한함)\n○ 토지대장상 토지면적: 600㎡\n○ 대지 중 도시·군계획시설(학교)저촉 면적: 100㎡\n○ 대지 중 「건축법」 제46조제2항에 따라 지정한 건축선으로 인해 건축할 수 없는 부분의 면적: 100㎡\n○ 건축물의 용도: 지하1층(주차장), 지상1층~지상2층(각 제1종 근린생활시설)\n○ 건축물대장상 건축면적: 200㎡\n○ 건축물대장상 각 층 바닥면적: 지하1층(200㎡), 지상1층~지상2층(각 200㎡)
appraisal_2026_부동산학원론_90	90. 부동산개발사업에 관한 설명으로 옳은 것을 모두 고른 것은?\nㄱ. 「도시 및 주거환경정비법」상 재건축사업과 「주택법」상 리모델링사업은 주택단지 중에서 일부의 동을 대상으로 시행할 수 있다.\nㄴ. 「도시 및 주거환경정비법」상 재개발사업과 「도시개발법」상 도시개발사업은 환지방식이 가능하다.\nㄷ. 「도시 및 주거환경정비법」상 재개발사업과 재건축사업은 관리처분계획수립을 위한 감정평가를 의뢰할 때 조합총회의 의결을 거쳐 1인 이상의 감정평가법인등을 선정할 수 있다.\nㄹ. 「도시 및 주거환경정비법」상 재건축사업과 「빈집 및 소규모주택 정비에 관한 특례법」상 소규모재건축사업은 재건축부담금의 부과대상 행위이다.\nㅁ. 「도시 및 주거환경정비법」상 재개발사업과 「빈집 및 소규모주택 정비에 관한 특례법」상 자율주택정비사업은 공용수용이 가능하다.
appraisal_2026_부동산학원론_91	91. A지역 아파트시장의 시장수요함수는 $2Q_D = 4{,}600 - 3P$이고, 시장공급함수는 $Q_S = 200 + 2P$일 때, 균형에서 수요의 가격탄력성과 공급의 가격탄력성의 합은? (단, $Q_D$는 수요량, $Q_S$는 공급량, $P$는 가격이고, 가격탄력성은 절댓값이고 점탄력성이며, 주어진 조건에 한함)
appraisal_2026_부동산학원론_92	92. 디파스퀠리-위튼(DiPasquale & Wheaton)의 사분면 모형에 관한 설명으로 옳은 것은? (단, 주어진 조건에 한함)
appraisal_2026_부동산학원론_93	93. 효율적 시장이론(efficient market theory)에 관한 설명으로 옳은 것은?
appraisal_2026_부동산학원론_94	94. 도시와 도시화에 관한 설명으로 옳지 않은 것은?
appraisal_2026_부동산학원론_95	95. 부동산시장의 특성으로 옳지 않은 것은?
appraisal_2026_부동산학원론_96	96. 주거기본법상 주거정책의 기본원칙에 해당하지 않는 것은?
appraisal_2026_부동산학원론_97	97. 우리나라의 부동산제도와 그 근거법률의 연결이 옳은 것은?
appraisal_2026_부동산학원론_98	98. 조세의 사용목적 여부 및 과세권자에 따른 분류기준을 함께 적용할 때, 동일한 유형의 조세로 묶인 것은?
appraisal_2026_부동산학원론_99	99. 부동산시장과 부동산정책에 관한 설명으로 옳은 것은 모두 몇 개인가?\n○ 용도지역·지구제와 토지비축제는 정부가 간접적으로 시장에 개입하는 제도이다.\n○ 지가공시제는 실거래가 신고제보다 법령상 도입순서가 빠르다.\n○ 주거급여제와 토지임대부 분양주택제는 현재 시행되고 있다.\n○ 부동산시장에서 나타나는 부정적 외부효과는 시장실패의 요인이지만, 긍정적 외부효과는 시장실패의 요인이 아니다.\n○ 재건축부담금은 종료시점 주택가액에서 개시시점 주택가액과 개발비용을 공제한 금액에 부과율을 적용하여 산정한다.
