actuary_45_acc_31	정상개별원가계산을 사용하는 ㈜한국은 직접노무시간을 기준으로 제조간접원가를 배부하고 있다. 20x1년 ㈜한국의 연간 제조간접원가 예산은 ₩10,000이다. 20x1년 실제 발생한 제조간접원가는 ₩8,200이고, 실제직접노무시간은 800시간이다. 20x1년 중 제조간접원가 과소배부액이 ₩200이라고 할 때 연간 예산직접노무시간은?
actuary_45_acc_32	㈜한국은 단일제품을 생산하여 판매하는데 제조간접원가 배부에 활동기준원가계산을 사용한다. 다음은 ㈜한국의 20x1년 활동원가 예산자료이다.\n\n| 활동 | 활동원가 | 원가동인 | 원가동인 수량 |\n|---|---|---|---|\n| 작업준비 | ₩1,800 | 작업준비횟수 | 120회 |\n| 조립 | 4,000 | 기계작업시간 | 400시간 |\n| 검사 | 2,500 | 직접노무시간 | 500시간 |\n| 포장 | 4,000 | 제품생산량 | 200단위 |\n\n20x1년 4월 중 생산자료는 다음과 같다.\n\n| 기계작업시간 | 30시간 |\n|---|---|\n| 직접노무시간 | 40시간 |\n| 제품생산량 | 20단위 |\n\n20x1년 4월 중 제품에 배부한 활동원가 금액이 ₩1,050이라면 동 기간 중 발생한 작업준비횟수는?
actuary_45_acc_33	㈜한국은 평균법에 의한 종합원가계산을 이용하여 제품원가를 계산한다. 다음은 20x1년 4월 말 기말재공품에 대한 자료이다.\n\n| 구분 | 물량 | 완성도 |\n|---|---|---|\n| 직접재료원가 | 1,000 단위 | 80% |\n| 가공원가 | 1,000 단위 | 60% |\n\n기말재공품 원가가 ₩20,000이고 완성품환산량 단위당 직접재료원가가 ₩10이라면, 20x1년 4월 말 완성품환산량 단위당 가공원가는 얼마인가? 단, 재료원가와 가공원가는 공정 전반에 걸쳐 완성도에 따라 균등하게 발생한다.
actuary_45_acc_34	㈜한국은 표준원가제도를 채택하고 있다. 20x1년 직접재료원가와 관련된 자료가 다음과 같을 때, ㈜한국의 20x1년 실제 제품생산량은?\n\n| 실제 발생 직접재료원가 | ₩1,200 |\n|---|---|\n| 직접재료단위당 실제구입원가 | ₩30 |\n| 제품단위당 표준재료투입량 | 2개 |\n| 직접재료원가 가격차이 | ₩200 불리 |\n| 직접재료원가 수량차이 | ₩200 유리 |
actuary_45_acc_35	아래는 ㈜한국의 20x1년 4월 중 제품 A의 원가자료이다. 4월 중 제품 A는 300단위 판매하였다.\n\n| 판매 단가 | ₩50 |\n|---|---|\n| 단위당 변동제조원가 | 10 |\n| 고정제조원가 | 3,200 |\n| 단위당 변동판매관리비 | 4 |\n| 고정판매관리비 | 1,200 |\n\n㈜한국의 20x1년 4월 중 전부원가계산의 영업이익이 변동원가계산의 영업이익에 비해 ₩800 많다면 제품 A의 생산량은? 단, 제품 A의 월초재고는 없다고 가정한다.
actuary_45_acc_36	㈜한국은 전기자동차용 특수장비 A를 개발하여 첫 20단위를 생산하였는데, 이와 관련된 원가자료는 다음과 같다. 변동제조간접원가는 직접노무원가의 50%로 배부된다.\n\n| 직접재료원가 | ₩10,000 |\n|---|---|\n| 직접노무원가 (100시간 @₩100) | 10,000 |\n| 변동제조간접원가 | 5,000 |\n\n㈜한국은 직접노무시간이 80% 누적평균시간 학습곡선을 따른다고 예상하고 있다. ㈜한국이 특수장비 A를 60단위 추가로 생산하는 경우 발생하는 제조원가는 얼마인가? 단, 고정제조간접원가는 없다고 가정한다.
actuary_45_acc_37	㈜한국은 제품 X, 제품 Y, 제품 Z를 생산·판매하는데 20x1년 1분기 각 제품의 원가자료는 다음과 같다.\n\n| 구분 | 제품 X | 제품 Y | 제품 Z |\n|---|---|---|---|\n| 단위당 판매가격 | ₩50 | ₩30 | ₩20 |\n| 단위당 변동원가 | 20 | 10 | 10 |\n| 고정원가 | ₩4,000 (공통) | | |\n\n20x1년 1분기 제품 X, 제품 Y, 제품 Z의 매출수량비율이 1:2:3이면, 제품 Z의 손익분기점 매출액은 얼마인가? 단, 법인세율은 40%이다.
actuary_45_acc_38	㈜한국은 반도체 검사장비를 생산·판매하는데 검사장비 주요부품 중의 하나인 이온발생기를 자기제조하고 있다. 이온발생기 100개를 자기제조할 때 단위당 제품원가는 다음과 같다.\n\n| 직접재료원가 | ₩40 |\n|---|---|\n| 직접노무원가 | 20 |\n| 변동제조간접원가 | 10 |\n| 이온발생 검사장비 감가상각비 | 10 |\n| 공통 제조간접원가 배부액 | 30 |\n| 합계 | ₩110 |\n\n최근 ㈜민국이 이온발생기 100개를 단위당 ₩90에 ㈜한국에 공급할 것을 제안하였다. ㈜한국이 ㈜민국의 공급제안을 수용하면 이온발생기 생산을 위해 사용하던 이온발생 검사장비는 다른 용도로의 사용 및 처분이 불가능하며, 이온발생기에 배부된 공통 제조간접원가의 50%를 절감할 수 있다. ㈜한국이 ㈜민국의 제안을 수용하여 이온발생기를 외부에서 조달한다면 자기제조하는 것 보다 얼마나 유리 또는 불리한가?
actuary_45_acc_39	㈜한국 전장부문은 전장장치를 생산·판매하고 있다. 전장부문의 20x1년 영업활동과 관련한 자료는 다음과 같다.\n\n| 매출액 | ₩40,000 |\n|---|---|\n| 변동원가 | 12,000 |\n| 고정원가 | 20,000 |\n| 영업이익 | 8,000 |\n| 평균영업자산 | 20,000 |\n\n전장부문장은 20x2년의 성과와 평균영업자산은 20x1년과 동일한 수준을 유지할 것으로 보고 있다. 그러나 20x2년에 전장부문에 새로운 투자안이 제안되었는데 투자안의 예상 영업실적 관련 자료는 다음과 같다.\n\n| 매출액 | ₩10,000 |\n|---|---|\n| 연간 평균투자액 | 5,000 |\n| 영업이익률 | 12% |\n\n㈜한국은 투자안의 채택 여부를 결정할 때 최저 필수수익률을 20%로 정하고 있다. 전장부문이 제안된 투자안을 채택한다면, 전장부문의 20x2년 예상되는 잔여이익(residual income)은 얼마인가?
actuary_45_acc_40	전략적 원가관리와 성과평가에 사용되는 원가관리 방법의 설명으로 옳지 않은 것은?
